Mars-scaled Solar Photon Irradiance from LISIRD...http://lasp.colorado.edu/lisird/whi_ref_spectra/
I resampled these to 1-nm intervals and converted to photons 
assuming that all of the light was at the center of the bin.
Wavelength [nm]	Spectral Irradiance [ph/cm2/s/nm]
899.5	1.7463909460119425e14
900.5	1.7445201241789225e14
901.5	1.7426388799854575e14
902.5	1.7408000561328412e14
903.5	1.7390175386189375e14
904.5	1.737256231275458e14
905.5	1.7355123039310272e14
906.5	1.733795671437538e14
907.5	1.7321340060240856e14
908.5	1.730488108077168e14
909.5	1.7288481928752903e14
910.5	1.7271925839474356e14
911.5	1.72553113975566e14
912.5	1.7238500133412134e14
913.5	1.7221372782531388e14
914.5	1.7203849227966094e14
915.5	1.7185729871374412e14
916.5	1.716665522753236e14
917.5	1.7147219406771184e14
918.5	1.7127760151694197e14
919.5	1.7108437197364722e14
920.5	1.7090169611405725e14
921.5	1.7072661314629578e14
922.5	1.705547487370402e14
923.5	1.7038411297562397e14
924.5	1.7021711847962266e14
925.5	1.7005337811110262e14
926.5	1.6988928790869647e14
927.5	1.6972283757464197e14
928.5	1.695526122661889e14
929.5	1.6937416716271588e14
930.5	1.6918848724289228e14
931.5	1.6899777398772338e14
932.5	1.688044406654363e14
933.5	1.6860746911411044e14
934.5	1.684074582589016e14
935.5	1.682070385773596e14
936.5	1.6800925804872722e14
937.5	1.678143310628351e14
938.5	1.6762959697411962e14
939.5	1.674557022053322e14
940.5	1.6728860425566453e14
941.5	1.6712975657321838e14
942.5	1.6698082309201372e14
943.5	1.6686496084166762e14
944.5	1.6675585192520006e14
945.5	1.6663896023496528e14
946.5	1.665035884016108e14
947.5	1.6633776095839388e14
948.5	1.6613171498066034e14
949.5	1.6591147882525516e14
950.5	1.656858745740562e14
951.5	1.6546355524786597e14
952.5	1.6525527612406397e14
953.5	1.6507618036860188e14
954.5	1.649249132155964e14
955.5	1.6479762703451012e14
956.5	1.6468796831711188e14
957.5	1.645901796608342e14
958.5	1.6449619265568666e14
959.5	1.6440955866866766e14
960.5	1.6432988579039578e14
961.5	1.642555291726426e14
962.5	1.6418608953197084e14
963.5	1.6412012101121872e14
964.5	1.6405470738817138e14
965.5	1.639883861055992e14
966.5	1.6391968853352097e14
967.5	1.6384525145180512e14
968.5	1.63765058594152e14
969.5	1.6367951423233066e14
970.5	1.6358818242950856e14
971.5	1.6349167902779334e14
972.5	1.6338914603409534e14
973.5	1.6327993312175153e14
974.5	1.6316423277530875e14
975.5	1.6304118049515734e14
976.5	1.6290884937543184e14
977.5	1.6276763674761347e14
978.5	1.6261963944617906e14
979.5	1.624656883537187e14
980.5	1.6230831906103362e14
981.5	1.6215029044099975e14
982.5	1.6199245484772256e14
983.5	1.6183310844052675e14
984.5	1.6166989987156578e14
985.5	1.6150431555530878e14
986.5	1.613346386380405e14
987.5	1.6116235791995388e14
988.5	1.6098811071467238e14
989.5	1.6080931783771116e14
990.5	1.6062854546051516e14
991.5	1.604436392743487e14
992.5	1.6025717195717634e14
993.5	1.6006978732914147e14
994.5	1.5988234750412944e14
995.5	1.5969593397418828e14
996.5	1.5951357769316694e14
997.5	1.593342112664773e14
998.5	1.59157629196533e14
999.5	1.5898492577153756e14
1000.5	1.5881633164762103e14
1001.5	1.5865555369760722e14
1002.5	1.5849957333003497e14
1003.5	1.5834753623884238e14
1004.5	1.5820076324756744e14
1005.5	1.580586176932387e14
1006.5	1.5792548106635075e14
1007.5	1.5779570071930638e14
1008.5	1.5766688236122788e14
1009.5	1.5753859265789047e14
1010.5	1.574071091208227e14
1011.5	1.5726935264792828e14
1012.5	1.5712903943804288e14
1013.5	1.5698748250688025e14
1014.5	1.5684423984485603e14
1015.5	1.5670151065569312e14
1016.5	1.565595186552338e14
1017.5	1.564180470679238e14
1018.5	1.5627687825067278e14
1019.5	1.5613734148549428e14
1020.5	1.5599988593914478e14
1021.5	1.5586828571848703e14
1022.5	1.5573745912304422e14
1023.5	1.556078540182689e14
1024.5	1.554770314351801e14
1025.5	1.5534587907997475e14
1026.5	1.5521350707761588e14
1027.5	1.550792449312288e14
1028.5	1.5494175034575997e14
1029.5	1.548016853596084e14
1030.5	1.546574796241983e14
1031.5	1.5450778043404447e14
1032.5	1.5435391707116056e14
1033.5	1.5419677572355575e14
1034.5	1.540363485834061e14
1035.5	1.538739753431571e14
1036.5	1.5371055129994578e14
1037.5	1.5354427501529838e14
1038.5	1.533767166209065e14
1039.5	1.5320787416481425e14
1040.5	1.5303819703066188e14
1041.5	1.528715246073952e14
1042.5	1.5270334527412166e14
1043.5	1.5253365642823356e14
1044.5	1.523608697197835e14
1045.5	1.521856582482541e14
1046.5	1.5200847074663394e14
1047.5	1.5182657707917688e14
1048.5	1.5164019293701712e14
1049.5	1.514486243998085e14
1050.5	1.5125140278123484e14
1051.5	1.5104395269650884e14
1052.5	1.5083035568555822e14
1053.5	1.5061105310731538e14
1054.5	1.5038786028082984e14
1055.5	1.5016053917591572e14
1056.5	1.4993320451575172e14
1057.5	1.4970356470403247e14
1058.5	1.4947207432961434e14
1059.5	1.492387301392373e14
1060.5	1.4900283886320706e14
1061.5	1.4876600685284262e14
1062.5	1.4852846389673812e14
1063.5	1.4828974868263334e14
1064.5	1.4805032165525247e14
1065.5	1.478097206347993e14
1066.5	1.4756863824031622e14
1067.5	1.4732684359878922e14
1068.5	1.4708595889406875e14
1069.5	1.4684645259558722e14
1070.5	1.466097236051211e14
1071.5	1.4637810559447103e14
1072.5	1.4615208004610916e14
1073.5	1.4593166452763894e14
1074.5	1.4571524531368566e14
1075.5	1.455040017109795e14
1076.5	1.4529841693706422e14
1077.5	1.450985085595437e14
1078.5	1.4490406023663144e14
1079.5	1.447169618954717e14
1080.5	1.4453489222665153e14
1081.5	1.443604470062813e14
1082.5	1.4419458811488488e14
1083.5	1.4403640095264962e14
1084.5	1.4388426181753678e14
1085.5	1.437386597829581e14
1086.5	1.4359820050170116e14
1087.5	1.434633713121055e14
1088.5	1.433339530528931e14
1089.5	1.4320901680990738e14
1090.5	1.430881032228441e14
1091.5	1.4297122465409106e14
1092.5	1.4285720873720597e14
1093.5	1.427458274186666e14
1094.5	1.4263756391601688e14
1095.5	1.425317151997826e14
1096.5	1.424287647043916e14
1097.5	1.4232848350878584e14
1098.5	1.4223183305972106e14
1099.5	1.421376320985111e14
1100.5	1.4204421766711397e14
1101.5	1.4195087632562366e14
1102.5	1.4185641380231412e14
1103.5	1.4175987081926956e14
1104.5	1.4166076372517803e14
1105.5	1.415600457252036e14
1106.5	1.414572336018023e14
1107.5	1.4135136200430638e14
1108.5	1.412419429437241e14
1109.5	1.4112944922716744e14
1110.5	1.4101315114843062e14
1111.5	1.408949681308815e14
1112.5	1.4077489627060806e14
1113.5	1.406526901633685e14
1114.5	1.405290704062407e14
1115.5	1.404050021330084e14
1116.5	1.4027830598483419e14
1117.5	1.4015091504877775e14
1118.5	1.4002137316568738e14
1119.5	1.3989258940060627e14
1120.5	1.3976262285865103e14
1121.5	1.3963147158786564e14
1122.5	1.3949815982715067e14
1123.5	1.3936317036028181e14
1124.5	1.3922576827583739e14
1125.5	1.3908643657447747e14
1126.5	1.3894370543335862e14
1127.5	1.3880172416865717e14
1128.5	1.3865657997619486e14
1129.5	1.3851243019685584e14
1130.5	1.3836780761040473e14
1131.5	1.382224668125997e14
1132.5	1.38075915910537e14
1133.5	1.3793110300837911e14
1134.5	1.3778532735816144e14
1135.5	1.3764277427880358e14
1136.5	1.3750148162079053e14
1137.5	1.3736071382204872e14
1138.5	1.3722022656275612e14
1139.5	1.3708026893418275e14
1140.5	1.369415856075299e14
1141.5	1.3680319084503417e14
1142.5	1.3666533438861752e14
1143.5	1.3652504275868966e14
1144.5	1.3638305542123628e14
1145.5	1.3623713315743706e14
1146.5	1.3608527759814947e14
1147.5	1.3593095867043119e14
1148.5	1.3577317480398719e14
1149.5	1.3561366334807017e14
1150.5	1.354531696245336e14
1151.5	1.3529169233207358e14
1152.5	1.3513047996341514e14
1153.5	1.3496878394344481e14
1154.5	1.348066042721626e14
1155.5	1.3464444216848406e14
1156.5	1.3448355306542212e14
1157.5	1.3432594986334708e14
1158.5	1.3416812468050175e14
1159.5	1.3400982669054436e14
1160.5	1.3385105589347486e14
1161.5	1.3369433139691098e14
1162.5	1.3353562566504047e14
1163.5	1.3337695355018934e14
1164.5	1.3321806379224788e14
1165.5	1.330574403720815e14
1166.5	1.3289583902197555e14
1167.5	1.3273021989583714e14
1168.5	1.3256209445823673e14
1169.5	1.3239323302479475e14
1170.5	1.3222414267029458e14
1171.5	1.320548240453883e14
1172.5	1.3188654928315642e14
1173.5	1.3172110388109902e14
1174.5	1.315556942649011e14
1175.5	1.3139312615438138e14
1176.5	1.312331528439941e14
1177.5	1.3107501599884603e14
1178.5	1.3092076625712261e14
1179.5	1.3077015886523405e14
1180.5	1.3062218010738134e14
1181.5	1.3047709403983e14
1182.5	1.3033670437833581e14
1183.5	1.3019974072489006e14
1184.5	1.3006801113292845e14
1185.5	1.2993973010495095e14
1186.5	1.2981362073642894e14
1187.5	1.2968968953388233e14
1188.5	1.295676852372014e14
1189.5	1.2944477588360362e14
1190.5	1.2932302577496639e14
1191.5	1.2920088831151172e14
1192.5	1.2908120846906167e14
1193.5	1.28963475702689e14
1194.5	1.2884950934379705e14
1195.5	1.2873724552427647e14
1196.5	1.2862798695785148e14
1197.5	1.2852200182158344e14
1198.5	1.2841981909553961e14
1199.5	1.283214491901517e14
1200.5	1.2823002694670314e14
1201.5	1.2814452823896305e14
1202.5	1.280615782435062e14
1203.5	1.2798014003794597e14
1204.5	1.2790126312394069e14
1205.5	1.2782103285379814e14
1206.5	1.2773866161328553e14
1207.5	1.276578112717974e14
1208.5	1.2757586534080172e14
1209.5	1.274933465107296e14
1210.5	1.2741182935939464e14
1211.5	1.2732868959044097e14
1212.5	1.272449758379909e14
1213.5	1.2716226658377002e14
1214.5	1.2707714080806169e14
1215.5	1.2699117504063547e14
1216.5	1.269056871770952e14
1217.5	1.2681856671927239e14
1218.5	1.2672981041390702e14
1219.5	1.2664100194794061e14
1220.5	1.2655002431668453e14
1221.5	1.2645766773697961e14
1222.5	1.263657855910168e14
1223.5	1.2626986875206967e14
1224.5	1.2617336057890652e14
1225.5	1.2607572883820025e14
1226.5	1.2597484351222256e14
1227.5	1.2587069744380172e14
1228.5	1.257643492437238e14
1229.5	1.2565526103967789e14
1230.5	1.2554396072731119e14
1231.5	1.2543097793734273e14
1232.5	1.253171113450891e14
1233.5	1.2520048696437977e14
1234.5	1.2508243765581434e14
1235.5	1.2496349673713997e14
1236.5	1.248439310841141e14
1237.5	1.2472239807635725e14
1238.5	1.2460157991825236e14
1239.5	1.2448174804012092e14
1240.5	1.2436075333844294e14
1241.5	1.2423805533829967e14
1242.5	1.2411311182970011e14
1243.5	1.2398537886758131e14
1244.5	1.238543107718086e14
1245.5	1.2371936012717511e14
1246.5	1.2358159985881073e14
1247.5	1.2344075354806225e14
1248.5	1.2329681468840966e14
1249.5	1.231489637836728e14
1250.5	1.229950226678762e14
1251.5	1.2283932056247119e14
1252.5	1.2268294080301958e14
1253.5	1.225258827388693e14
1254.5	1.223700502861825e14
1255.5	1.2221817032744534e14
1256.5	1.2206889069938244e14
1257.5	1.2192003670616242e14
1258.5	1.2177324799079772e14
1259.5	1.2162771091297602e14
1260.5	1.2148424952344136e14
1261.5	1.2134314327722328e14
1262.5	1.2120220815247822e14
1263.5	1.2106308964808672e14
1264.5	1.2092469597001103e14
1265.5	1.2078840205434602e14
1266.5	1.2065064287040169e14
1267.5	1.2051361501929308e14
1268.5	1.203784215730256e14
1269.5	1.202450677368153e14
1270.5	1.2011383426699527e14
1271.5	1.1998417548343088e14
1272.5	1.1985775184999816e14
1273.5	1.1973457182517298e14
1274.5	1.196135381928177e14
1275.5	1.194957633509497e14
1276.5	1.1938070205320217e14
1277.5	1.192697468032736e14
1278.5	1.1916096700827056e14
1279.5	1.1905686605172092e14
1280.5	1.1895690020544583e14
1281.5	1.1886107987987714e14
1282.5	1.1877330963760117e14
1283.5	1.1869249551574047e14
1284.5	1.1861531138132673e14
1285.5	1.1854065112597867e14
1286.5	1.1846684712864819e14
1287.5	1.1839585665896047e14
1288.5	1.1831762649303234e14
1289.5	1.1824025085004983e14
1290.5	1.1816009377825608e14
1291.5	1.1808135100700253e14
1292.5	1.1799982160172183e14
1293.5	1.1791802456158958e14
1294.5	1.1783399459227284e14
1295.5	1.1774913200529411e14
1296.5	1.1766456025975444e14
1297.5	1.1757802940107575e14
1298.5	1.1749347825951578e14
1299.5	1.1740724811049798e14
1300.5	1.1732300245004684e14
1301.5	1.1723707691460195e14
1302.5	1.171517281821454e14
1303.5	1.1706611007976536e14
1304.5	1.1697852505642231e14
1305.5	1.1689265005494856e14
1306.5	1.168042392457894e14
1307.5	1.167164067578066e14
1308.5	1.1662688420128211e14
1309.5	1.1653652035173572e14
1310.5	1.1644389277547739e14
1311.5	1.1634871247458194e14
1312.5	1.1625524414751175e14
1313.5	1.1615921919189244e14
1314.5	1.1606547900073278e14
1315.5	1.1597231756451744e14
1316.5	1.1588202105745192e14
1317.5	1.1579288216871698e14
1318.5	1.1570233049762984e14
1319.5	1.1561322522591434e14
1320.5	1.155221335136762e14
1321.5	1.1542905145700348e14
1322.5	1.1533454881015462e14
1323.5	1.1523919706246008e14
1324.5	1.1514443122688162e14
1325.5	1.1504852837695233e14
1326.5	1.1495551431341247e14
1327.5	1.1486136540436167e14
1328.5	1.1476838474095723e14
1329.5	1.1467542218736655e14
1330.5	1.1458190126592725e14
1331.5	1.1448926523119306e14
1332.5	1.1439462670652048e14
1333.5	1.1430232001013477e14
1334.5	1.1420714122742727e14
1335.5	1.1411227063687866e14
1336.5	1.1401539061610373e14
1337.5	1.139167873435357e14
1338.5	1.138152963689983e14
1339.5	1.1371236441718897e14
1340.5	1.1360944255048555e14
1341.5	1.1350362192072875e14
1342.5	1.1339780833970189e14
1343.5	1.1329054553981138e14
1344.5	1.1318183091844922e14
1345.5	1.1307428822976134e14
1346.5	1.1296470834969572e14
1347.5	1.1285542538382114e14
1348.5	1.1274585569730336e14
1349.5	1.1263629197509544e14
1350.5	1.1252849227887192e14
1351.5	1.1241835750110162e14
1352.5	1.1230969645008653e14
1353.5	1.1220075171480428e14
1354.5	1.1209093575650864e14
1355.5	1.1198259916395208e14
1356.5	1.1187280380963612e14
1357.5	1.1176478571122822e14
1358.5	1.116570762387472e14
1359.5	1.1154908698591084e14
1360.5	1.114437686594897e14
1361.5	1.113369937401489e14
1362.5	1.1123319219195625e14
1363.5	1.1112852679480611e14
1364.5	1.1102654750595084e14
1365.5	1.1092518774623117e14
1366.5	1.1082444946760305e14
1367.5	1.1072611415521256e14
1368.5	1.1062662599593947e14
1369.5	1.1053073539995594e14
1370.5	1.1043369499346572e14
1371.5	1.1033847738852286e14
1372.5	1.1024270575341133e14
1373.5	1.1014786888832411e14
1374.5	1.1005277696765717e14
1375.5	1.0995623669566255e14
1376.5	1.0985794692891133e14
1377.5	1.0975760565643853e14
1378.5	1.096576007710441e14
1379.5	1.0955613842519414e14
1380.5	1.0945561128313645e14
1381.5	1.0935332532031033e14
1382.5	1.0925347507320531e14
1383.5	1.0915036527651905e14
1384.5	1.0904879383801889e14
1385.5	1.0894545924107038e14
1386.5	1.088406589420745e14
1387.5	1.0873499219151316e14
1388.5	1.0862695197093767e14
1389.5	1.0851924596860056e14
1390.5	1.0840885971383645e14
1391.5	1.082994095304007e14
1392.5	1.0818666986739214e14
1393.5	1.080739587246291e14
1394.5	1.0796006697383188e14
1395.5	1.0784469000142762e14
1396.5	1.0772994535431472e14
1397.5	1.0761341022136994e14
1398.5	1.074981144720223e14
1399.5	1.0738132959715567e14
1400.5	1.072642679783097e14
1401.5	1.0714662565256348e14
1402.5	1.0702809778946017e14
1403.5	1.0690990067445123e14
1404.5	1.0678807563239331e14
1405.5	1.0666779762388134e14
1406.5	1.0654632512675948e14
1407.5	1.0642426671752142e14
1408.5	1.0630192722662408e14
1409.5	1.061774724661103e14
1410.5	1.0605487542546727e14
1411.5	1.059304670781287e14
1412.5	1.0580822670321769e14
1413.5	1.0568662667830598e14
1414.5	1.0556750964982652e14
1415.5	1.0545118847294411e14
1416.5	1.0533429027618939e14
1417.5	1.0521927387342906e14
1418.5	1.0510491321943177e14
1419.5	1.0499028666565489e14
1420.5	1.0487508612838164e14
1421.5	1.04761160760565e14
1422.5	1.0464882233294975e14
1423.5	1.0453745728071008e14
1424.5	1.0442861296271812e14
1425.5	1.0432013105788405e14
1426.5	1.0421572548776152e14
1427.5	1.0411107093481117e14
1428.5	1.0400988522449858e14
1429.5	1.0390845573657402e14
1430.5	1.0381019524916234e14
1431.5	1.0371138528614581e14
1432.5	1.036160641190947e14
1433.5	1.0351988691091003e14
1434.5	1.0342689692149375e14
1435.5	1.0333149724243598e14
1436.5	1.0323866818094502e14
1437.5	1.0314405080246211e14
1438.5	1.0305356961867373e14
1439.5	1.0296192626199088e14
1440.5	1.028753672083926e14
1441.5	1.0279077713615528e14
1442.5	1.027094120205018e14
1443.5	1.0262846137016538e14
1444.5	1.0254980622004636e14
1445.5	1.0247125723464358e14
1446.5	1.023909327284046e14
1447.5	1.0231259672308627e14
1448.5	1.0223028480034669e14
1449.5	1.0214996224606367e14
1450.5	1.0206722935148717e14
1451.5	1.0198208156205319e14
1452.5	1.0189514437120731e14
1453.5	1.018054688030234e14
1454.5	1.0171525785669447e14
1455.5	1.0162261683362836e14
1456.5	1.0153133187774948e14
1457.5	1.0143856126649555e14
1458.5	1.0134778197565417e14
1459.5	1.0125361734251362e14
1460.5	1.0116176252393434e14
1461.5	1.0106651715783997e14
1462.5	1.0097358420891478e14
1463.5	1.0087852514617323e14
1464.5	1.0078355945199217e14
1465.5	1.0068423796807025e14
1466.5	1.005840509001189e14
1467.5	1.0047822278786427e14
1468.5	1.0036419461703333e14
1469.5	1.0024418109855492e14
1470.5	1.001232733673596e14
1471.5	9.999891696373816e13
1472.5	9.987525708307102e13
1473.5	9.974941947019642e13
1474.5	9.962587735753928e13
1475.5	9.95020758516225e13
1476.5	9.937993632776983e13
1477.5	9.925754001326545e13
1478.5	9.913873486397275e13
1479.5	9.902352868771566e13
1480.5	9.891064490529148e13
1481.5	9.880073134919747e13
1482.5	9.869250840385508e13
1483.5	9.858694521540197e13
1484.5	9.848597942546167e13
1485.5	9.838607680087153e13
1486.5	9.82911087209665e13
1487.5	9.81962463720097e13
1488.5	9.810601005025319e13
1489.5	9.801491768736311e13
1490.5	9.792781696598394e13
1491.5	9.784148151978594e13
1492.5	9.775817919627697e13
1493.5	9.76785643344741e13
1494.5	9.759875514461047e13
1495.5	9.752394122695095e13
1496.5	9.744991362222025e13
1497.5	9.738057168778883e13
1498.5	9.73162501841051e13
1499.5	9.725598386894325e13
1500.5	9.72056390206368e13
1501.5	9.716132799355098e13
1502.5	9.711882686341481e13
1503.5	9.708074821484831e13
1504.5	9.70471011569794e13
1505.5	9.701626220465334e13
1506.5	9.698562332781394e13
1507.5	9.69574738454847e13
1508.5	9.692985594583053e13
1509.5	9.68981875206604e13
1510.5	9.68627883654269e13
1511.5	9.682299568263725e13
1512.5	9.677978512494895e13
1513.5	9.673282193191369e13
1514.5	9.66850551836719e13
1515.5	9.663812701740208e13
1516.5	9.658875033925531e13
1517.5	9.65382370805257e13
1518.5	9.64895493343934e13
1519.5	9.64370885658185e13
1520.5	9.63818369339784e13
1521.5	9.633038901366647e13
1522.5	9.627317664205731e13
1523.5	9.62134929857517e13
1524.5	9.615298668844792e13
1525.5	9.608470846157664e13
1526.5	9.601096085408522e13
1527.5	9.593140216523742e13
1528.5	9.584370078363033e13
1529.5	9.575381212692e13
1530.5	9.565841288163017e13
1531.5	9.555848911085042e13
1532.5	9.545635897917569e13
1533.5	9.534869266660989e13
1534.5	9.523947346463023e13
1535.5	9.512436944073539e13
1536.5	9.500803492548719e13
1537.5	9.488780029377452e13
1538.5	9.476566044459584e13
1539.5	9.463760540974248e13
1540.5	9.450729933589098e13
1541.5	9.437072639896469e13
1542.5	9.42248639951484e13
1543.5	9.407304216132227e13
1544.5	9.391658974573183e13
1545.5	9.375784464941594e13
1546.5	9.359546132406114e13
1547.5	9.343446768291302e13
1548.5	9.327150853054788e13
1549.5	9.310691667545817e13
1550.5	9.29423709082177e13
1551.5	9.277349743771389e13
1552.5	9.260432900497506e13
1553.5	9.243048552925273e13
1554.5	9.225533001379445e13
1555.5	9.207852314358788e13
1556.5	9.190107505584611e13
1557.5	9.172129611579545e13
1558.5	9.1540196460649e13
1559.5	9.135743590785844e13
1560.5	9.117605788210266e13
1561.5	9.099809762280347e13
1562.5	9.082390116837706e13
1563.5	9.065652820980208e13
1564.5	9.049463515072105e13
1565.5	9.033755398842517e13
1566.5	9.018563423147466e13
1567.5	9.003684649631553e13
1568.5	8.98932383847574e13
1569.5	8.975005471518012e13
1570.5	8.961479034784589e13
1571.5	8.948337089999906e13
1572.5	8.935989678047478e13
1573.5	8.924301853704775e13
1574.5	8.913650550513261e13
1575.5	8.903388554095206e13
1576.5	8.893790179329212e13
1577.5	8.884583019915844e13
1578.5	8.875562445804544e13
1579.5	8.867002902004298e13
1580.5	8.858459678724781e13
1581.5	8.850275843071427e13
1582.5	8.842417788869e13
1583.5	8.834542730961264e13
1584.5	8.826856860963545e13
1585.5	8.8192917953518e13
1586.5	8.811813385740798e13
1587.5	8.8048349913392e13
1588.5	8.798081971942416e13
1589.5	8.79183057269661e13
1590.5	8.786047274180138e13
1591.5	8.780525884777667e13
1592.5	8.774956076023011e13
1593.5	8.769545145639889e13
1594.5	8.764466329720386e13
1595.5	8.75895899440088e13
1596.5	8.753472490789227e13
1597.5	8.748110825605873e13
1598.5	8.742666245670714e13
1599.5	8.736791714901178e13
1600.5	8.730729438500192e13
1601.5	8.724791696889916e13
1602.5	8.718492171085314e13
1603.5	8.71200409717848e13
1604.5	8.705605542141142e13
1605.5	8.698913673187134e13
1606.5	8.692137024278944e13
1607.5	8.685728698617572e13
1608.5	8.679305668221245e13
1609.5	8.673007563006822e13
1610.5	8.666974359905548e13
1611.5	8.66148618628712e13
1612.5	8.65622933029501e13
1613.5	8.651204247385605e13
1614.5	8.647006663675902e13
1615.5	8.643427915073005e13
1616.5	8.64018869836641e13
1617.5	8.637500150126562e13
1618.5	8.635363311396648e13
1619.5	8.634270964304797e13
1620.5	8.633346409516723e13
1621.5	8.63297681749853e13
1622.5	8.633339176435445e13
1623.5	8.634364430463025e13
1624.5	8.639471397925253e13
1625.5	8.659808046365303e13
1626.5	8.67719997403321e13
1627.5	8.685605779612638e13
1628.5	8.67992285500968e13
1629.5	8.65888829555775e13
1630.5	8.646591385043877e13
1631.5	8.636572873444336e13
1632.5	8.626323141816278e13
1633.5	8.615487519760462e13
1634.5	8.604135865612111e13
1635.5	8.592551039479277e13
1636.5	8.580271241112711e13
1637.5	8.567934499852903e13
1638.5	8.554901094664198e13
1639.5	8.541880951931873e13
1640.5	8.528233699968275e13
1641.5	8.514599059809066e13
1642.5	8.500513994966222e13
1643.5	8.486369818390173e13
1644.5	8.471845465856908e13
1645.5	8.457297169330445e13
1646.5	8.44247495916078e13
1647.5	8.427735696275523e13
1648.5	8.412686289275475e13
1649.5	8.397755517821438e13
1650.5	8.382585675138211e13
1651.5	8.367642009930584e13
1652.5	8.352459056609783e13
1653.5	8.337610213085366e13
1654.5	8.322521994694167e13
1655.5	8.307768493374553e13
1656.5	8.292991091438538e13
1657.5	8.278513325587688e13
1658.5	8.264048019722431e13
1659.5	8.249991149799114e13
1660.5	8.235947347136578e13
1661.5	8.222313064835962e13
1662.5	8.208908798857686e13
1663.5	8.194472251810342e13
1664.5	8.1771243841263e13
1665.5	8.16108626805206e13
1666.5	8.146432598435964e13
1667.5	8.133238243633561e13
1668.5	8.121180187464875e13
1669.5	8.11029672079946e13
1670.5	8.1005175298457e13
1671.5	8.091482110024847e13
1672.5	8.083373196948038e13
1673.5	8.076011004626483e13
1674.5	8.069033727177464e13
1675.5	8.06247841923176e13
1676.5	8.056527664581703e13
1677.5	8.050636834979836e13
1678.5	8.044478424747469e13
1679.5	8.034992222384386e13
1680.5	8.024577832426295e13
1681.5	8.013926540078983e13
1682.5	8.003512334472284e13
1683.5	7.992934034433945e13
1684.5	7.982227913812355e13
1685.5	7.971722779590184e13
1686.5	7.960906937354836e13
1687.5	7.95029225502611e13
1688.5	7.939586156092917e13
1689.5	7.928678582771306e13
1690.5	7.918082509089466e13
1691.5	7.90710148800249e13
1692.5	7.896212067871378e13
1693.5	7.885377714586939e13
1694.5	7.874194297354564e13
1695.5	7.863176048129611e13
1696.5	7.851844965428314e13
1697.5	7.840642321429662e13
1698.5	7.829457863154103e13
1699.5	7.818070499055752e13
1700.5	7.80681183392084e13
1701.5	7.795497613950261e13
1702.5	7.784053925078055e13
1703.5	7.772850033996422e13
1704.5	7.761331878004069e13
1705.5	7.750016790497503e13
1706.5	7.738609071836095e13
1707.5	7.727108591889444e13
1708.5	7.715811657573375e13
1709.5	7.704236667129773e13
1710.5	7.692717047170445e13
1711.5	7.681215808129803e13
1712.5	7.6695101667668e13
1713.5	7.658268733065397e13
1714.5	7.646599918604973e13
1715.5	7.635098310861539e13
1716.5	7.623652550747173e13
1717.5	7.612039269434014e13
1718.5	7.600742736353338e13
1719.5	7.589204139044325e13
1720.5	7.577758921139948e13
1721.5	7.566556624155688e13
1722.5	7.55503732952235e13
1723.5	7.543835975983477e13
1724.5	7.532579132674133e13
1725.5	7.52119188786198e13
1726.5	7.510235721680989e13
1727.5	7.49896208070613e13
1728.5	7.487820305201052e13
1729.5	7.476848165513727e13
1730.5	7.46567066921445e13
1731.5	7.454813239472798e13
1732.5	7.443863135199505e13
1733.5	7.432857823104936e13
1734.5	7.422098186357244e13
1735.5	7.411321198889844e13
1736.5	7.400263227360958e13
1737.5	7.389752855390278e13
1738.5	7.37892383745215e13
1739.5	7.36822837667898e13
1740.5	7.357893225288956e13
1741.5	7.347088086278828e13
1742.5	7.33671918773897e13
1743.5	7.326182290855536e13
1744.5	7.315552806194056e13
1745.5	7.305322745944469e13
1746.5	7.294848886394577e13
1747.5	7.284320339545003e13
1748.5	7.27415418416494e13
1749.5	7.263743969223778e13
1750.5	7.25324116650457e13
1751.5	7.243215454356352e13
1752.5	7.232793473458388e13
1753.5	7.222392909855062e13
1754.5	7.212242142394542e13
1755.5	7.201694368778692e13
1756.5	7.191244182117e13
1757.5	7.181082364416866e13
1758.5	7.170522933286211e13
1759.5	7.160137649160431e13
1760.5	7.14988865493796e13
1761.5	7.139394169720014e13
1762.5	7.129074286963331e13
1763.5	7.118776342022888e13
1764.5	7.108232515695769e13
1765.5	7.097978489764584e13
1766.5	7.087631659171355e13
1767.5	7.077153559539334e13
1768.5	7.066774131281455e13
1769.5	7.056263303854383e13
1770.5	7.045505684127856e13
1771.5	7.035038775710045e13
1772.5	7.024440229550647e13
1773.5	7.013709850454061e13
1774.5	7.003309276006538e13
1775.5	6.992661475491566e13
1776.5	6.981958705727718e13
1777.5	6.9715864129533164e13
1778.5	6.960889444836373e13
1779.5	6.9501760369125e13
1780.5	6.9398709673327734e13
1781.5	6.9292408320193055e13
1782.5	6.918594387029311e13
1783.5	6.9083184449702914e13
1784.5	6.897600894562093e13
1785.5	6.886866991100567e13
1786.5	6.8766204368230555e13
1787.5	6.865970413247119e13
1788.5	6.855381746153756e13
1789.5	6.8451650568025445e13
1790.5	6.834660833493161e13
1791.5	6.824140604144847e13
1792.5	6.814070886233767e13
1793.5	6.803596701357876e13
1794.5	6.7932622765292445e13
1795.5	6.78334046265948e13
1796.5	6.773052711266859e13
1797.5	6.76278828574805e13
1798.5	6.752976323622441e13
1799.5	6.742915096719814e13
